order_id,customer_id,order_date,status,region_code
ORD00392,CUST0047,11-05-2026,RETURNED,US-W
ORD00393,CUST0005,2026-01-24 18:32:43,DELIVERED,US-E
ORD00394,CUST0122,2026-02-09 01:41:43,RETURNED,EU-W
ORD00395,CUST0278,2025-10-27 06:23:43,DELIVERED,APAC-N
ORD00396,CUST0442,2026-05-16 08:09:43,CANCELLED,APAC-S
ORD00397,CUST0327,2026-05-28 01:00:43,DELIVERED,EU-W
ORD00398,CUST0410,2026-06-23 19:56:43,RETURNED,EU-W
ORD00399,,2025-10-16 20:24:43,RETURNED,EU-W
ORD00400,CUST0244,2025-06-07 23:00:43,SHIPPED,US-E
ORD00401,CUST0005,2026-05-28 19:19:43,PLACED,EU-W
ORD00402,CUST0411,2026-07-05 17:18:43,SHIPPED,APAC-S
ORD00403,CUST0042,2025-02-25 13:13:43,DELIVERED,US-E
ORD00404,CUST0113,2026-02-01 05:57:43,DELIVERED,APAC-N
ORD00405,CUST0341,2026-03-12 19:12:43,DELIVERED,APAC-S
ORD00406,CUST0208,2025-11-27 23:08:43,DELIVERED,EU-W
ORD00407,CUST0308,2025-12-23 21:09:43,CANCELLED,EU-W
ORD00408,CUST0279,2026-01-01 08:37:43,SHIPPED,APAC-N
ORD00409,CUST0264,2025-05-24 12:16:43,CANCELLED,APAC-N
ORD00410,CUST0382,2026-03-03 05:26:43,SHIPPED,US-E
ORD00411,CUST0408,2026-05-20 11:12:43,DELIVERED,EU-W
ORD00412,CUST0181,09-10-2025,PLACED,EU-W
ORD00413,CUST0434,2026-02-23 01:51:43,DELIVERED,EU-W
ORD00414,CUST0277,2025-07-12 06:12:43,RETURNED,US-E
ORD00415,CUST0318,2025-07-07 21:55:43,PLACED,EU-W
ORD00416,CUST0498,2025-11-07 11:43:43,DELIVERED,EU-W
ORD00417,CUST0522,2025-06-03 02:10:43,RETURNED,US-E
ORD00418,CUST0145,2026-06-26 18:14:43,PLACED,US-W
ORD00419,CUST0216,2025-04-25 09:38:43,RETURNED,APAC-N
ORD00420,CUST0021,2025-10-14 02:10:43,RETURNED,US-E
ORD00421,CUST0102,2026-07-02 08:24:43,PLACED,APAC-S
ORD00422,CUST0049,2025-12-04 12:56:43,SHIPPED,US-W
ORD00423,CUST0412,2026-05-23 03:17:43,CANCELLED,EU-W
ORD00424,CUST0542,2026-05-09 09:01:43,DELIVERED,APAC-N
ORD00425,CUST0370,2025-07-30 10:38:43,SHIPPED,US-E
ORD00426,CUST0192,2025-12-18 22:27:43,SHIPPED,APAC-S
ORD00427,,2025-06-23 05:46:43,RETURNED,US-W
ORD00428,CUST0109,2026-01-16 07:18:43,RETURNED,APAC-S
ORD00429,CUST0435,2025-08-13 01:26:43,PLACED,US-E
ORD00430,CUST0091,2026-05-04 03:22:43,SHIPPED,US-W
ORD00431,CUST0107,2025-03-06 19:31:43,DELIVERED,US-E
ORD00432,CUST0177,2026-06-06 17:33:43,DELIVERED,APAC-N
ORD00433,CUST0292,2025-11-23 11:00:43,DELIVERED,EU-W
ORD00434,CUST0119,2026-06-06 16:38:43,PLACED,US-W
ORD00435,CUST0268,2026-01-13 07:12:43,SHIPPED,US-E
ORD00436,CUST0069,2026-04-24 10:42:43,DELIVERED,US-W
ORD00437,CUST0368,2026-03-19 09:26:43,SHIPPED,APAC-S
ORD00438,CUST0165,2026-06-18 23:22:43,RETURNED,US-E
ORD00439,CUST0522,2025-12-23 05:35:43,DELIVERED,APAC-N
ORD00440,CUST0116,2025-11-24 10:38:43,PLACED,APAC-S
ORD00441,CUST0534,2026-01-21 15:07:43,RETURNED,US-E
ORD00442,CUST0484,2026-02-19 09:54:43,CANCELLED,US-E
ORD00443,CUST0206,2025-11-18 07:33:43,DELIVERED,EU-W
ORD00444,CUST0520,2025-07-20 13:28:43,CANCELLED,US-W
ORD00445,CUST0444,2026-01-10 14:56:43,DELIVERED,EU-W
ORD00446,CUST0089,2025-09-04 05:34:43,PLACED,US-W
ORD00447,CUST0300,2025-04-24 22:54:43,CANCELLED,EU-W
ORD00448,CUST0525,2026-05-11 15:55:43,DELIVERED,APAC-N
ORD00449,CUST0009,2025-09-16 01:09:43,CANCELLED,US-W
ORD00450,CUST0417,2025-11-19 12:44:43,DELIVERED,US-W
ORD00451,CUST0307,2025-07-31 14:59:43,SHIPPED,APAC-N
ORD00452,,2026-05-22 15:50:43,DELIVERED,US-W
ORD00453,CUST0034,2025-10-26 21:16:43,CANCELLED,EU-W
ORD00454,CUST0199,2026-04-12 13:20:43,SHIPPED,APAC-S
ORD00455,CUST0182,2025-03-23 20:04:43,CANCELLED,EU-W
ORD00456,CUST0305,2025-05-23 06:59:43,RETURNED,APAC-N
ORD00457,CUST0292,2025-12-13 04:22:43,DELIVERED,APAC-S
ORD00458,CUST0463,2026-05-13 12:38:43,RETURNED,APAC-N
ORD00459,CUST0516,2025-10-02 05:33:43,DELIVERED,US-W
ORD00460,CUST0198,2025-12-02 05:01:43,PLACED,APAC-N
ORD00461,CUST0037,2025-12-03 15:02:43,SHIPPED,APAC-N
ORD00462,CUST0029,2026-01-09 22:40:43,RETURNED,EU-W
ORD00463,CUST0436,2025-12-31 09:46:43,DELIVERED,APAC-N
ORD00464,CUST0166,2025-04-09 02:04:43,PLACED,US-W
ORD00465,CUST0345,2025-11-30 19:35:43,RETURNED,US-W
ORD00466,,2025-03-12 06:28:43,SHIPPED,US-W
ORD00467,CUST0317,12-06-2026,CANCELLED,EU-W
ORD00468,CUST0119,2025-11-01 02:38:43,SHIPPED,US-E
ORD00469,CUST0295,2025-09-09 00:07:43,SHIPPED,APAC-S
ORD00470,CUST0491,2025-11-13 14:51:43,DELIVERED,US-W
ORD00471,CUST0005,2026-07-05 13:39:43,CANCELLED,APAC-S
ORD00472,CUST0538,2025-09-14 03:32:43,DELIVERED,US-E
ORD00473,CUST0129,2026-07-02 23:58:43,PLACED,EU-W
ORD00474,CUST0444,2026-01-19 02:11:43,RETURNED,APAC-S
ORD00475,CUST0542,2025-06-14 11:49:43,DELIVERED,APAC-N
ORD00476,CUST0035,2026-02-03 13:48:43,SHIPPED,EU-W
ORD00477,CUST0478,2025-05-26 05:51:43,CANCELLED,US-W
ORD00478,CUST0010,2025-04-25 20:10:43,PLACED,APAC-N
ORD00479,CUST0073,2025-09-17 19:05:43,CANCELLED,EU-W
ORD00480,CUST0374,2026-03-23 03:45:43,DELIVERED,EU-W
ORD00481,CUST0269,12-09-2025,RETURNED,APAC-S
ORD00482,CUST0280,2025-08-01 05:40:43,CANCELLED,APAC-N
ORD00483,CUST0503,2025-12-23 05:09:43,SHIPPED,EU-W
ORD00484,CUST0170,2025-10-15 15:02:43,SHIPPED,APAC-S
ORD00485,CUST0120,2026-03-02 12:17:43,DELIVERED,APAC-N
ORD00486,CUST0366,2025-03-20 17:52:43,CANCELLED,EU-W
ORD00487,CUST0317,2026-06-06 22:44:43,DELIVERED,EU-W
ORD00488,CUST0484,01-04-2026,PLACED,EU-W
ORD00489,CUST0547,26-04-2026,RETURNED,US-E
ORD00490,CUST0073,2026-01-25 19:55:43,PLACED,APAC-N
ORD00491,CUST0544,2025-08-23 19:01:43,SHIPPED,US-W
ORD00492,CUST0117,2025-08-31 00:46:43,PLACED,US-E
ORD00493,CUST0209,2026-03-10 11:30:43,CANCELLED,APAC-N
ORD00494,CUST0503,2026-03-02 00:36:43,RETURNED,US-W
ORD00495,CUST0161,2025-12-12 08:58:43,SHIPPED,US-E
ORD00496,CUST0443,2025-08-07 08:36:43,SHIPPED,US-E
ORD00497,CUST0413,2025-10-18 20:24:43,SHIPPED,US-W
ORD00498,CUST0546,2025-03-27 13:38:43,PLACED,EU-W
ORD00499,CUST0417,2026-01-25 18:58:43,RETURNED,US-W
ORD00500,CUST0396,2026-06-19 15:53:43,SHIPPED,EU-W
ORD00501,CUST0067,2025-09-07 06:16:43,RETURNED,US-W
ORD00502,CUST0208,2026-03-07 01:34:43,SHIPPED,US-W
ORD00503,CUST0065,2026-02-25 22:40:43,PLACED,US-E
ORD00504,CUST0193,2025-06-21 13:58:43,PLACED,EU-W
ORD00505,CUST0047,2025-03-23 08:59:43,DELIVERED,APAC-S
ORD00506,CUST0385,2025-03-13 23:47:43,DELIVERED,US-W
ORD00507,CUST0277,2026-07-01 11:20:43,PLACED,APAC-S
ORD00508,CUST0436,2025-06-19 16:15:43,CANCELLED,APAC-S
ORD00509,CUST0171,2025-10-09 18:19:43,PLACED,APAC-N
ORD00510,CUST0311,2026-05-20 17:00:43,DELIVERED,US-W
ORD00511,CUST0367,2025-12-31 00:56:43,PLACED,US-E
ORD00512,CUST0172,2026-05-23 06:15:43,DELIVERED,APAC-N
ORD00513,CUST0029,2025-02-28 15:07:43,DELIVERED,APAC-N
ORD00514,CUST0466,2025-10-12 03:33:43,SHIPPED,US-E
ORD00515,,2025-10-28 14:24:43,RETURNED,EU-W
ORD00516,CUST0289,2025-03-17 09:44:43,CANCELLED,EU-W
ORD00517,CUST0501,2025-07-07 05:38:43,DELIVERED,US-W
ORD00518,CUST0328,2025-06-15 13:44:43,CANCELLED,US-E
ORD00519,CUST0188,22-05-2025,RETURNED,EU-W
ORD00520,CUST0530,2025-03-16 15:37:43,CANCELLED,APAC-S
ORD00521,CUST0359,2025-08-04 01:26:43,RETURNED,US-W
ORD00522,CUST0248,2025-05-11 21:02:43,CANCELLED,APAC-N
ORD00523,CUST0237,2025-05-31 16:18:43,SHIPPED,US-E
ORD00524,CUST0390,2026-05-27 12:04:43,DELIVERED,APAC-N
ORD00525,CUST0242,2025-12-19 01:54:43,SHIPPED,US-W
ORD00526,CUST0101,2026-01-11 08:25:43,SHIPPED,US-W
ORD00527,CUST0300,2025-07-24 15:30:43,PLACED,APAC-N
ORD00528,,2025-04-10 17:00:43,RETURNED,APAC-N
ORD00529,CUST0219,2025-12-27 01:12:43,RETURNED,APAC-N
ORD00530,CUST0419,2026-03-15 07:08:43,SHIPPED,EU-W
ORD00531,CUST0492,2026-02-21 13:34:43,PLACED,US-W
ORD00532,CUST0263,2025-03-05 05:28:43,CANCELLED,APAC-N
ORD00533,CUST0186,2026-02-07 08:53:43,RETURNED,US-E
ORD00534,CUST0087,25-04-2026,PLACED,US-E
ORD00535,CUST0292,2025-07-13 12:00:43,RETURNED,EU-W
ORD00536,CUST0187,2025-11-01 11:45:43,DELIVERED,EU-W
ORD00537,CUST0175,2025-11-30 09:16:43,CANCELLED,US-E
ORD00538,CUST0386,2025-10-19 13:03:43,CANCELLED,APAC-S
ORD00539,CUST0243,2025-10-22 05:31:43,SHIPPED,US-E
ORD00540,CUST0341,2026-04-19 03:00:43,CANCELLED,US-E
ORD00541,CUST0342,2025-03-02 06:24:43,SHIPPED,US-E
ORD00542,CUST0002,2025-08-19 08:16:43,CANCELLED,APAC-S
ORD00543,CUST0063,2026-01-03 10:29:43,SHIPPED,US-W
ORD00544,CUST0259,2026-05-17 01:16:43,CANCELLED,APAC-N
ORD00545,CUST0086,22-02-2025,CANCELLED,US-W
ORD00546,CUST0324,2025-09-25 06:34:43,SHIPPED,US-E
ORD00547,CUST0278,2026-04-05 02:13:43,SHIPPED,APAC-N
ORD00548,CUST0324,2025-05-28 10:20:43,PLACED,APAC-S
ORD00549,CUST0532,2025-06-10 15:08:43,CANCELLED,APAC-N
ORD00550,CUST0167,07-09-2025,RETURNED,US-W
ORD00551,CUST0131,2025-10-27 07:02:43,SHIPPED,US-W
ORD00552,CUST0174,2026-05-20 13:41:43,PLACED,EU-W
ORD00553,,2025-10-16 06:09:43,PLACED,APAC-N
ORD00554,CUST0374,2026-04-09 14:00:43,DELIVERED,APAC-S
ORD00555,CUST0034,2026-04-17 23:12:43,CANCELLED,US-E
ORD00556,CUST0008,2026-01-29 08:41:43,SHIPPED,APAC-N
ORD00557,CUST0376,2025-11-28 23:26:43,CANCELLED,US-W
ORD00558,CUST0505,2025-04-20 06:10:43,DELIVERED,US-E
ORD00559,CUST0002,2025-06-12 00:43:43,CANCELLED,EU-W
ORD00560,CUST0400,2025-11-09 16:42:43,PLACED,US-W
ORD00561,CUST0092,2025-09-09 17:05:43,CANCELLED,APAC-S
ORD00562,CUST0328,2025-04-06 10:22:43,DELIVERED,US-E
ORD00563,CUST0085,2026-01-09 16:27:43,PLACED,US-W
ORD00564,,2025-08-03 03:54:43,DELIVERED,US-E
ORD00565,CUST0181,2025-11-04 11:49:43,RETURNED,APAC-N
ORD00566,CUST0040,2026-06-27 13:54:43,SHIPPED,EU-W
ORD00567,CUST0544,2025-12-12 19:03:43,PLACED,US-W
ORD00568,CUST0488,2025-06-20 04:47:43,DELIVERED,US-E
ORD00569,CUST0420,2026-06-05 18:51:43,RETURNED,APAC-N
ORD00570,CUST0309,2026-03-30 22:26:43,RETURNED,US-E
ORD00571,CUST0484,2025-10-17 17:33:43,CANCELLED,US-E
ORD00572,CUST0291,2025-09-28 07:54:43,PLACED,US-W
ORD00573,CUST0053,2025-10-30 09:53:43,PLACED,APAC-N
ORD00574,CUST0421,2026-04-07 15:54:43,RETURNED,US-E
ORD00575,CUST0102,2025-05-18 18:37:43,DELIVERED,US-W
ORD00576,CUST0317,2025-04-08 20:33:43,DELIVERED,US-E
ORD00577,CUST0242,2026-03-24 04:40:43,CANCELLED,US-W
ORD00578,CUST0472,2026-04-25 04:15:43,CANCELLED,APAC-N
ORD00579,CUST0066,2025-11-12 06:37:43,DELIVERED,APAC-N
ORD00580,CUST0021,2026-02-23 09:05:43,SHIPPED,US-W
ORD00581,CUST0315,03-05-2025,SHIPPED,APAC-S
ORD00582,CUST0088,2025-09-06 17:01:43,RETURNED,APAC-N
ORD00583,CUST0431,2026-01-22 17:17:43,RETURNED,APAC-N
ORD00584,CUST0325,2026-05-17 15:37:43,RETURNED,APAC-N
ORD00585,CUST0077,2025-11-28 05:27:43,PLACED,APAC-N
ORD00586,CUST0076,2026-01-21 06:38:43,RETURNED,EU-W
ORD00587,CUST0065,2025-06-12 10:32:43,CANCELLED,US-W
ORD00588,CUST0056,2026-01-20 17:18:43,DELIVERED,US-W
ORD00589,CUST0310,2026-04-11 11:14:43,DELIVERED,US-E
ORD00590,CUST0253,2026-06-05 06:17:43,CANCELLED,US-E
ORD00591,CUST0167,2025-12-01 18:02:43,SHIPPED,APAC-N
ORD00592,CUST0341,2026-03-23 16:18:43,CANCELLED,APAC-S
ORD00593,CUST0366,2025-08-02 21:36:43,CANCELLED,US-E
ORD00594,CUST0380,2026-02-06 19:07:43,CANCELLED,US-E
ORD00595,CUST0058,2026-01-05 17:19:43,RETURNED,APAC-S
ORD00596,CUST0417,30-05-2026,PLACED,APAC-S
ORD00597,CUST0548,2025-12-16 02:21:43,CANCELLED,APAC-N
ORD00598,CUST0295,2025-06-27 21:06:43,CANCELLED,APAC-S
ORD00599,CUST0224,26-09-2025,DELIVERED,APAC-N
ORD00600,CUST0386,13-04-2026,SHIPPED,US-E
ORD00601,CUST0192,2025-12-21 19:54:43,RETURNED,US-W
ORD00602,CUST0038,2025-05-06 23:53:43,PLACED,US-W
ORD00603,CUST0090,2026-04-20 22:57:43,DELIVERED,APAC-S
ORD00604,CUST0450,2025-08-17 05:57:43,CANCELLED,EU-W
ORD00605,CUST0195,2025-08-01 03:52:43,DELIVERED,EU-W
ORD00606,CUST0312,2025-09-20 17:55:43,PLACED,APAC-S
ORD00607,,2025-12-09 14:25:43,DELIVERED,US-E
ORD00608,CUST0089,2026-01-04 07:38:43,SHIPPED,US-W
ORD00609,CUST0304,2025-12-03 23:19:43,DELIVERED,US-W
ORD00610,CUST0538,2025-10-16 23:07:43,DELIVERED,EU-W
ORD00611,CUST0341,2025-05-19 18:55:43,CANCELLED,APAC-S
ORD00612,CUST0046,2026-06-18 03:14:43,RETURNED,APAC-S
ORD00613,,2025-04-13 09:15:43,DELIVERED,US-W
ORD00614,CUST0101,2026-02-22 04:56:43,RETURNED,US-E
ORD00615,CUST0270,2026-03-24 01:17:43,CANCELLED,APAC-N
ORD00616,CUST0549,2025-07-11 21:39:43,CANCELLED,US-W
ORD00617,CUST0405,2026-01-10 10:38:43,RETURNED,US-W
ORD00618,CUST0265,04-06-2025,CANCELLED,EU-W
ORD00619,CUST0065,2026-01-15 15:14:43,DELIVERED,APAC-N
ORD00620,CUST0282,2025-07-24 13:58:43,DELIVERED,APAC-N
ORD00621,CUST0341,29-05-2026,DELIVERED,APAC-N
ORD00622,CUST0140,2025-07-27 18:21:43,CANCELLED,APAC-S
ORD00623,CUST0164,2026-06-10 12:39:43,RETURNED,US-W
ORD00624,CUST0265,2026-05-20 04:36:43,CANCELLED,US-W
ORD00625,CUST0253,16-05-2025,CANCELLED,US-W
ORD00626,CUST0041,2025-06-10 20:05:43,SHIPPED,US-W
ORD00627,CUST0432,2026-04-21 10:05:43,PLACED,APAC-S
ORD00628,CUST0269,20-11-2025,CANCELLED,US-E
ORD00629,,2026-04-06 08:33:43,SHIPPED,APAC-N
ORD00630,CUST0188,2026-03-30 16:45:43,DELIVERED,US-W
ORD00631,CUST0181,2025-06-08 07:26:43,RETURNED,US-W
ORD00632,CUST0467,2025-09-23 05:36:43,RETURNED,EU-W
ORD00633,CUST0309,2025-03-31 19:23:43,RETURNED,APAC-S
ORD00634,CUST0362,2026-03-19 22:32:43,PLACED,US-W
ORD00635,CUST0174,2025-03-10 02:56:43,PLACED,APAC-N
ORD00636,CUST0355,2025-07-06 23:31:43,PLACED,US-E
ORD00637,CUST0312,2025-05-26 15:51:43,SHIPPED,US-E
ORD00638,CUST0322,18-04-2025,RETURNED,US-E
ORD00639,CUST0132,2025-10-29 03:55:43,CANCELLED,US-E
ORD00640,CUST0375,16-02-2026,CANCELLED,US-E
ORD00641,CUST0542,2025-07-13 01:01:43,SHIPPED,APAC-N
ORD00642,CUST0341,2025-12-15 07:53:43,RETURNED,US-W
ORD00643,,2025-12-09 06:53:43,RETURNED,US-W
ORD00644,CUST0507,2026-03-26 10:11:43,CANCELLED,EU-W
ORD00645,CUST0309,2026-04-21 05:47:43,DELIVERED,US-E
ORD00646,CUST0305,2026-02-04 18:28:43,DELIVERED,APAC-S
ORD00647,CUST0019,2025-09-26 00:28:43,DELIVERED,US-E
ORD00648,CUST0182,2026-04-24 05:31:43,RETURNED,APAC-N
ORD00649,CUST0294,2025-11-19 22:40:43,PLACED,APAC-S
