item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00711,ORD00356,PROD0224,2,283.28,0.0
ITEM00389,ORD00194,PROD0254,2,440.79,0.0
ITEM01205,ORD00597,PROD0321,4,450.62,0.0
ITEM00163,ORD00083,PROD0412,3,418.75,0.0
ITEM00564,ORD00282,PROD0115,4,434.46,0.0
ITEM00829,ORD00410,PROD0321,1,468.51,5.7
ITEM00310,ORD00158,PROD0015,2,600.92,0.0
ITEM00076,ORD00037,PROD0492,5,285.94,0.0
ITEM00715,ORD00358,PROD0305,5,172.63,7.8
ITEM01062,ORD00528,PROD0109,1,332.46,2.9
ITEM00405,ORD00202,PROD0471,1,135.76,0.0
ITEM00707,ORD00354,PROD0065,5,520.79,0.8
ITEM00920,ORD00457,PROD0224,2,258.17,5.5
ITEM00964,ORD00480,PROD0415,3,547.42,0.0
ITEM00488,ORD00243,PROD0392,5,591.59,0.0
ITEM00045,ORD00022,PROD0209,3,12.24,0.0
ITEM01056,ORD00525,PROD0286,5,523.16,0.0
ITEM01051,ORD00523,PROD0476,5,310.59,0.0
ITEM00165,ORD00084,PROD0323,2,505.71,0.0
ITEM00980,ORD00489,PROD0125,1,430.07,11.3
ITEM01104,ORD00550,PROD0466,3,331.57,8.6
ITEM01192,ORD00592,PROD0254,4,408.25,0.0
ITEM01047,ORD00521,PROD0387,3,371.05,0.0
ITEM00913,ORD00454,PROD0192,1,83.07,0.0
ITEM00004,ORD00002,PROD0417,2,215.85,19.1
ITEM01173,ORD00581,PROD0140,2,486.63,11.8
ITEM00471,ORD00234,PROD0297,4,481.9,14.0
ITEM00841,ORD00417,PROD0390,3,113.31,9.1
ITEM01169,ORD00579,PROD0459,2,117.51,0.9
ITEM00640,ORD00318,PROD0499,4,550.59,13.4
ITEM00317,ORD00160,PROD0055,4,199.55,0.0
ITEM00297,ORD00149,PROD0143,1,321.54,13.1
ITEM00009,ORD00004,PROD0060,3,134.63,0.0
ITEM00420,ORD00209,PROD0121,1,193.13,3.2
ITEM00314,ORD00159,PROD0412,3,431.38,0.7
ITEM00772,ORD00386,PROD0186,2,441.97,0.0
ITEM00520,ORD00260,PROD0393,1,571.12,4.1
ITEM01233,ORD00613,PROD0306,5,16.89,0.0
ITEM01179,ORD00584,PROD0445,4,451.92,0.0
ITEM00275,ORD00137,PROD0042,3,98.61,14.7
ITEM00672,ORD00337,PROD0012,4,357.43,17.1
ITEM00580,ORD00289,PROD0121,4,209.2,0.0
ITEM00799,ORD00397,PROD0451,4,354.91,0.0
ITEM01057,ORD00526,PROD0336,3,275.72,0.0
ITEM00098,ORD00048,PROD0152,3,20.33,0.0
ITEM00934,ORD00464,PROD0333,4,160.75,0.0
ITEM01065,ORD00530,PROD0087,1,557.51,0.0
ITEM01164,ORD00578,PROD0175,3,582.42,5.3
ITEM01198,ORD00594,PROD0276,5,571.71,0.0
ITEM00895,ORD00441,PROD0359,2,518.81,0.0
ITEM00456,ORD00229,PROD0505,-2,428.77,16.0
ITEM00889,ORD00439,PROD0385,5,422.64,0.0
ITEM00278,ORD00139,PROD0286,1,501.73,1.5
ITEM00033,ORD00016,PROD0480,2,451.45,0.0
ITEM00754,ORD00378,PROD0164,3,320.91,14.2
ITEM00608,ORD00303,PROD0026,1,256.03,0.0
ITEM00061,ORD00029,PROD0155,1,280.56,0.0
ITEM00572,ORD00286,PROD0518,5,667.83,0.0
ITEM00598,ORD00298,PROD0200,3,454.06,0.0
ITEM00864,ORD00429,PROD0134,3,364.38,0.0
ITEM00202,ORD00103,PROD0282,5,662.37,0.0
ITEM00494,ORD00247,PROD0095,2,207.88,0.0
ITEM00718,ORD00359,PROD0197,2,512.48,0.0
ITEM00807,ORD00400,PROD0275,1,416.69,0.0
ITEM00271,ORD00135,PROD0274,4,45.01,12.8
ITEM00727,ORD00363,PROD0390,3,118.47,0.0
ITEM00117,ORD00058,PROD0372,1,61.85,7.2
ITEM00262,ORD00129,PROD0498,2,133.96,14.7
ITEM00306,ORD00154,PROD0305,4,165.57,0.0
ITEM01202,ORD00596,PROD0429,5,287.84,0.0
ITEM00386,ORD00193,PROD0392,5,604.11,0.0
ITEM00531,ORD00265,PROD0192,4,70.86,0.0
ITEM01155,ORD00573,PROD0362,4,305.72,11.3
ITEM00624,ORD00312,PROD0158,1,531.31,1.5
ITEM00565,ORD00282,PROD0032,3,254.83,0.0
ITEM01220,ORD00606,PROD0226,2,103.67,0.0
ITEM00411,ORD00205,PROD0039,5,185.27,0.0
ITEM00825,ORD00408,PROD0403,1,593.08,0.0
ITEM01221,ORD00606,PROD0172,4,107.15,14.0
ITEM01306,ORD00645,PROD0322,1,256.73,0.0
ITEM01030,ORD00511,PROD0243,4,357.0,13.5
ITEM00058,ORD00028,PROD0046,3,310.49,4.7
ITEM00969,ORD00484,PROD0285,2,7.04,0.0
ITEM00985,ORD00492,PROD0189,1,352.08,0.0
ITEM00626,ORD00313,PROD0234,4,18.31,12.5
ITEM01267,ORD00628,PROD0201,1,81.23,0.0
ITEM00600,ORD00299,PROD0295,1,93.11,10.4
ITEM01303,ORD00643,PROD0516,-1,42.38,0.0
ITEM00507,ORD00254,PROD0453,1,384.3,13.4
ITEM00010,ORD00004,PROD0109,2,344.91,0.0
ITEM00121,ORD00060,PROD0104,3,388.38,0.0
ITEM00710,ORD00355,PROD0162,1,473.97,6.5
ITEM01216,ORD00604,PROD0235,5,314.72,15.6
ITEM00243,ORD00121,PROD0136,2,449.3,0.0
ITEM00597,ORD00297,PROD0381,4,253.18,0.0
ITEM00828,ORD00409,PROD0291,1,579.09,0.0
ITEM00589,ORD00294,PROD0238,2,570.5,0.0
ITEM01119,ORD00557,PROD0316,4,312.6,0.0
ITEM00860,ORD00428,PROD0195,5,85.9,0.0
ITEM00693,ORD00347,PROD0448,2,414.22,7.5
ITEM00524,ORD00262,PROD0472,1,55.68,0.0
ITEM00219,ORD00110,PROD0175,1,645.48,0.0
ITEM00930,ORD00461,PROD0147,2,468.12,0.0
ITEM01028,ORD00510,PROD0118,1,238.26,0.0
ITEM00932,ORD00462,PROD0081,4,342.81,17.0
ITEM00879,ORD00435,PROD0415,1,475.34,0.0
ITEM00445,ORD00222,PROD0314,3,127.86,7.2
ITEM01154,ORD00573,PROD0022,3,533.99,0.0
ITEM00342,ORD00171,PROD0189,5,371.67,12.5
ITEM00517,ORD00258,PROD0355,1,531.79,0.0
ITEM00122,ORD00061,PROD0244,4,120.44,14.2
ITEM00387,ORD00193,PROD0132,1,640.99,0.5
ITEM00961,ORD00479,PROD0237,2,455.36,0.0
ITEM00856,ORD00425,PROD0051,3,191.24,6.8
ITEM00604,ORD00301,PROD0305,1,167.5,0.0
ITEM00763,ORD00382,PROD0495,2,132.66,0.0
ITEM00944,ORD00469,PROD0241,1,266.36,0.0
ITEM01271,ORD00630,PROD0181,1,252.94,1.1
ITEM00128,ORD00064,PROD0046,5,306.6,0.0
ITEM00499,ORD00250,PROD0243,5,374.44,0.0
ITEM00134,ORD00067,PROD0453,2,392.87,0.0
ITEM00339,ORD00169,PROD0431,4,121.41,0.0
ITEM01053,ORD00524,PROD0258,3,387.59,19.0
ITEM00346,ORD00173,PROD0177,5,21.69,1.1
ITEM00421,ORD00210,PROD0479,4,429.73,10.2
ITEM00480,ORD00238,PROD0406,5,483.61,0.0
ITEM01290,ORD00638,PROD0050,4,93.63,14.9
ITEM00634,ORD00316,PROD0082,5,457.94,0.0
ITEM01185,ORD00587,PROD0193,2,356.49,0.0
ITEM01300,ORD00642,PROD0295,2,82.71,11.7
ITEM00666,ORD00334,PROD0164,2,335.83,0.0
ITEM01138,ORD00565,PROD0041,2,594.94,19.9
ITEM00723,ORD00361,PROD0431,4,134.07,7.5
ITEM00204,ORD00103,PROD0156,2,393.85,0.0
ITEM00935,ORD00465,PROD0075,4,112.51,10.1
ITEM00300,ORD00151,PROD0376,3,200.61,2.3
ITEM00898,ORD00444,PROD0292,3,119.78,0.0
ITEM00500,ORD00250,PROD0412,4,456.32,0.0
ITEM00132,ORD00066,PROD0232,4,312.37,14.2
ITEM00714,ORD00358,PROD0232,3,297.32,0.0
ITEM00809,ORD00402,PROD0355,2,598.69,0.0
ITEM01112,ORD00554,PROD0481,1,501.69,0.0
ITEM00734,ORD00366,PROD0092,4,671.88,0.0
ITEM00766,ORD00383,PROD0070,3,600.41,0.0
ITEM01009,ORD00503,PROD0418,2,377.55,15.8
ITEM01145,ORD00570,PROD0450,3,301.18,0.0
ITEM00800,ORD00397,PROD0143,2,333.35,0.0
ITEM00334,ORD00168,PROD0208,5,42.26,6.1
ITEM00784,ORD00391,PROD0148,2,177.21,0.0
ITEM00465,ORD00232,PROD0309,2,609.14,0.0
ITEM00434,ORD00218,PROD0173,3,230.82,0.0
ITEM00939,ORD00466,PROD0205,2,65.37,14.8
ITEM00383,ORD00191,PROD0098,1,37.88,17.7
ITEM01003,ORD00499,PROD0266,2,279.15,5.1
ITEM00126,ORD00063,PROD0320,4,227.23,0.0
ITEM00804,ORD00399,PROD0439,4,96.82,0.0
ITEM00821,ORD00407,PROD0419,4,272.79,12.5
ITEM01195,ORD00593,PROD0462,4,577.58,0.0
ITEM00478,ORD00238,PROD0048,2,188.98,0.5
ITEM00591,ORD00295,PROD0455,3,272.52,0.0
ITEM01066,ORD00530,PROD0110,5,397.81,3.1
ITEM00359,ORD00180,PROD0415,5,476.91,11.5
ITEM01060,ORD00527,PROD0057,5,500.87,0.0
ITEM00662,ORD00332,PROD0517,1,68.25,0.0
ITEM00388,ORD00193,PROD0514,4,636.88,0.0
ITEM00812,ORD00403,PROD0050,2,85.91,14.1
ITEM00645,ORD00321,PROD0339,3,44.41,5.2
ITEM00858,ORD00427,PROD0486,4,613.55,9.5
ITEM01131,ORD00562,PROD0264,4,391.4,0.0
ITEM00345,ORD00173,PROD0302,1,236.06,0.0
ITEM00157,ORD00080,PROD0201,4,75.4,0.0
ITEM00365,ORD00182,PROD0127,4,47.22,3.5
ITEM00418,ORD00208,PROD0471,3,125.82,0.0
ITEM00602,ORD00300,PROD0141,4,8.55,0.0
ITEM00689,ORD00345,PROD0482,5,268.31,11.4
ITEM00238,ORD00118,PROD0278,4,535.36,4.0
ITEM00149,ORD00076,PROD0073,2,248.03,0.0
ITEM00681,ORD00341,PROD0168,2,9.33,0.0
ITEM00012,ORD00005,PROD0133,1,345.44,0.5
ITEM00044,ORD00021,PROD0518,2,654.5,9.2
ITEM00682,ORD00342,PROD0394,3,541.39,1.6
ITEM01250,ORD00620,PROD0207,5,289.87,0.0
ITEM01025,ORD00509,PROD0448,1,418.11,0.0
ITEM01116,ORD00556,PROD0015,3,557.36,12.7
ITEM00174,ORD00090,PROD0390,1,130.13,0.0
ITEM01261,ORD00625,PROD0450,3,320.88,0.0
ITEM00926,ORD00460,PROD0469,4,36.02,1.1
ITEM01209,ORD00598,PROD0167,4,590.71,0.0
ITEM00451,ORD00226,PROD0310,4,149.62,9.8
ITEM00873,ORD00433,PROD0492,1,261.83,0.0
ITEM00548,ORD00274,PROD0080,2,173.56,0.0
ITEM01027,ORD00510,PROD0018,3,265.2,0.0
ITEM00737,ORD00367,PROD0283,3,466.0,0.0
ITEM00648,ORD00322,PROD0196,1,171.86,12.6
ITEM00244,ORD00121,PROD0416,-2,46.83,6.5
ITEM00818,ORD00405,PROD0290,1,92.68,0.0
ITEM00703,ORD00352,PROD0202,5,524.76,8.3
ITEM00831,ORD00411,PROD0146,2,24.18,0.0
ITEM00050,ORD00025,PROD0149,1,164.08,0.0
ITEM00343,ORD00171,PROD0227,5,33.72,0.0
ITEM00123,ORD00061,PROD0378,2,625.92,0.0
ITEM00970,ORD00485,PROD0133,4,349.44,0.0
ITEM00455,ORD00229,PROD0458,2,14.77,0.0
ITEM00940,ORD00467,PROD0355,1,533.97,0.0
ITEM01168,ORD00579,PROD0519,3,327.76,0.0
ITEM00628,ORD00314,PROD0217,3,372.1,0.0
ITEM01024,ORD00508,PROD0413,2,233.1,0.0
ITEM01259,ORD00624,PROD0365,1,157.57,11.7
ITEM00039,ORD00019,PROD0375,4,542.79,0.0
ITEM01102,ORD00549,PROD0394,4,529.08,19.1
ITEM00917,ORD00456,PROD0418,5,400.83,16.2
ITEM00426,ORD00213,PROD0342,1,441.62,0.0
ITEM01177,ORD00583,PROD0174,5,41.75,2.5
ITEM00424,ORD00211,PROD0074,1,12.7,0.0
ITEM00551,ORD00275,PROD0283,1,465.16,0.0
ITEM01203,ORD00596,PROD0441,2,481.83,0.0
ITEM00248,ORD00123,PROD0296,5,8.19,0.0
ITEM00615,ORD00306,PROD0515,1,96.75,10.8
ITEM00943,ORD00469,PROD0167,2,677.99,8.3
ITEM00922,ORD00459,PROD0359,2,522.98,0.0
ITEM00817,ORD00405,PROD0293,4,167.63,7.4
ITEM01096,ORD00547,PROD0053,1,224.84,0.8
ITEM01023,ORD00507,PROD0289,1,237.83,0.0
ITEM01163,ORD00577,PROD0503,1,99.31,13.6
ITEM00997,ORD00497,PROD0387,3,370.18,7.1
ITEM00660,ORD00331,PROD0113,3,386.74,0.0
ITEM00606,ORD00301,PROD0466,3,349.13,5.4
ITEM01130,ORD00562,PROD0163,3,137.43,0.0
ITEM01073,ORD00534,PROD0273,-3,546.45,14.1
ITEM00450,ORD00226,PROD0411,3,181.56,0.0
ITEM00138,ORD00069,PROD0249,5,495.16,2.2
ITEM00694,ORD00348,PROD0007,1,589.83,0.0
ITEM00554,ORD00276,PROD0437,1,344.46,0.0
ITEM00512,ORD00256,PROD0508,2,508.28,0.0
ITEM01230,ORD00612,PROD0100,4,387.36,3.7
ITEM00781,ORD00389,PROD0440,-1,67.49,0.0
ITEM00976,ORD00487,PROD0024,4,140.01,1.4
ITEM00555,ORD00277,PROD0435,5,95.73,0.0
ITEM00390,ORD00194,PROD0158,4,528.5,15.0
ITEM00890,ORD00440,PROD0436,1,209.79,0.0
ITEM00152,ORD00077,PROD0118,4,246.72,0.0
ITEM00850,ORD00423,PROD0377,-1,614.05,19.6
ITEM01279,ORD00634,PROD0492,4,247.15,0.0
ITEM01243,ORD00617,PROD0284,1,102.6,0.0
ITEM00252,ORD00125,PROD0048,2,186.3,6.2
ITEM00361,ORD00181,PROD0175,4,611.61,12.4
ITEM01309,ORD00646,PROD0478,5,401.37,0.0
ITEM00832,ORD00412,PROD0182,1,116.5,0.0
ITEM00066,ORD00031,PROD0490,5,35.89,14.5
ITEM00618,ORD00308,PROD0271,1,68.84,0.0
ITEM00669,ORD00336,PROD0204,1,19.23,12.0
ITEM01041,ORD00519,PROD0206,1,431.27,1.8
ITEM00757,ORD00379,PROD0385,-1,418.42,1.3
ITEM00736,ORD00367,PROD0049,4,318.9,2.8
ITEM00881,ORD00436,PROD0427,5,30.49,19.7
ITEM00102,ORD00050,PROD0439,4,98.43,5.4
ITEM00069,ORD00034,PROD0076,4,337.83,0.0
ITEM00254,ORD00126,PROD0354,4,548.54,0.0
ITEM00432,ORD00217,PROD0513,5,101.21,0.0
ITEM00984,ORD00491,PROD0494,5,224.12,11.9
ITEM00362,ORD00181,PROD0015,3,537.62,2.2
ITEM01204,ORD00596,PROD0479,2,469.38,0.0
ITEM00664,ORD00333,PROD0345,3,452.39,0.0
ITEM01176,ORD00582,PROD0222,2,271.0,0.0
ITEM00510,ORD00255,PROD0233,3,219.58,0.0
ITEM00849,ORD00423,PROD0220,3,269.37,13.5
ITEM00079,ORD00038,PROD0102,2,431.5,0.0
ITEM01299,ORD00642,PROD0445,5,440.49,0.0
ITEM00261,ORD00129,PROD0138,1,34.04,0.0
ITEM01215,ORD00603,PROD0410,2,161.04,9.6
ITEM00656,ORD00328,PROD0355,3,558.12,5.6
ITEM00515,ORD00257,PROD0048,3,173.15,17.1
ITEM00210,ORD00105,PROD0244,5,116.0,0.0
ITEM00518,ORD00258,PROD0161,4,456.5,3.1
ITEM00270,ORD00135,PROD0219,5,219.94,4.1
ITEM00363,ORD00181,PROD0017,5,171.54,0.0
ITEM00433,ORD00217,PROD0282,1,617.59,9.4
ITEM00897,ORD00443,PROD0102,2,384.32,0.0
ITEM00683,ORD00343,PROD0327,3,671.29,19.1
ITEM00696,ORD00349,PROD0295,2,91.19,0.0
ITEM00770,ORD00385,PROD0341,3,87.87,0.0
ITEM00525,ORD00262,PROD0178,1,636.46,0.0
ITEM00443,ORD00222,PROD0341,3,86.42,1.2
ITEM00774,ORD00387,PROD0290,4,104.36,6.0
ITEM01034,ORD00514,PROD0468,1,24.96,4.3
ITEM00477,ORD00237,PROD0053,4,255.9,0.0
ITEM00654,ORD00326,PROD0031,2,66.87,0.0
ITEM00948,ORD00472,PROD0448,4,415.71,0.0
ITEM00982,ORD00490,PROD0148,1,203.5,0.0
ITEM00938,ORD00466,PROD0471,2,124.28,12.5
ITEM00782,ORD00389,PROD0010,3,113.27,0.0
ITEM00719,ORD00360,PROD0054,3,143.45,0.0
ITEM00888,ORD00439,PROD0270,3,537.67,16.5
ITEM01099,ORD00548,PROD0171,3,567.79,0.0
ITEM00330,ORD00166,PROD0258,3,377.14,0.0
ITEM00753,ORD00377,PROD0095,1,208.62,0.0
ITEM01171,ORD00580,PROD0003,4,310.95,0.0
ITEM01035,ORD00515,PROD0048,5,180.75,0.0
ITEM00148,ORD00076,PROD0492,5,249.1,0.0
ITEM00556,ORD00278,PROD0055,2,178.27,5.2
ITEM00144,ORD00074,PROD0495,3,122.28,0.0
ITEM01141,ORD00568,PROD0422,1,115.68,0.0
ITEM01055,ORD00524,PROD0134,2,426.35,0.0
ITEM00331,ORD00167,PROD0222,1,270.16,0.0
ITEM01146,ORD00570,PROD0027,5,261.08,10.6
ITEM00085,ORD00042,PROD0332,1,135.66,0.0
ITEM01121,ORD00558,PROD0019,2,202.48,0.0
ITEM00442,ORD00221,PROD0064,3,112.79,0.0
ITEM00582,ORD00291,PROD0444,3,18.39,9.4
ITEM00240,ORD00119,PROD0498,3,124.43,0.0
ITEM00843,ORD00419,PROD0467,2,311.19,18.8
ITEM00227,ORD00113,PROD0268,5,581.21,0.0
ITEM00196,ORD00099,PROD0079,-1,14.39,18.5
ITEM01170,ORD00580,PROD0294,2,123.03,0.0
ITEM00605,ORD00301,PROD0053,1,231.86,0.0
ITEM00215,ORD00108,PROD0506,3,168.2,0.0
ITEM00601,ORD00300,PROD0439,-2,90.75,11.1
ITEM00708,ORD00355,PROD0456,5,352.24,0.0
ITEM00470,ORD00234,PROD0086,5,98.16,0.0
ITEM00516,ORD00257,PROD0196,3,156.37,0.0
ITEM01245,ORD00618,PROD0238,5,638.54,0.0
ITEM00072,ORD00035,PROD0090,5,50.71,0.0
ITEM00190,ORD00096,PROD0373,1,220.94,1.3
ITEM00031,ORD00014,PROD0052,3,225.38,19.2
ITEM00377,ORD00187,PROD0374,-1,488.43,0.0
ITEM00560,ORD00280,PROD0078,1,43.58,0.0
ITEM00951,ORD00473,PROD0224,5,255.05,0.0
ITEM00198,ORD00100,PROD0057,4,550.96,0.6
ITEM00155,ORD00079,PROD0367,5,115.01,0.0
ITEM00504,ORD00251,PROD0233,5,214.6,17.3
ITEM00182,ORD00093,PROD0066,4,393.77,0.0
ITEM00777,ORD00388,PROD0009,1,121.84,7.3
ITEM00506,ORD00253,PROD0025,3,453.34,19.0
ITEM01075,ORD00535,PROD0498,2,129.7,0.0
ITEM00785,ORD00391,PROD0082,5,421.77,0.0
ITEM01285,ORD00636,PROD0279,1,610.22,7.3
ITEM01136,ORD00564,PROD0391,3,299.47,0.0
ITEM00454,ORD00228,PROD0212,2,636.01,0.0
ITEM00439,ORD00220,PROD0082,4,438.94,0.0
ITEM01217,ORD00604,PROD0296,2,7.92,0.0
ITEM00109,ORD00054,PROD0492,5,240.16,10.4
ITEM01166,ORD00578,PROD0519,3,335.34,11.2
ITEM00952,ORD00474,PROD0370,4,64.8,5.2
ITEM00249,ORD00124,PROD0353,4,344.88,0.0
ITEM00220,ORD00111,PROD0463,3,538.85,0.0
ITEM00724,ORD00361,PROD0362,5,337.98,19.0
ITEM01140,ORD00567,PROD0454,3,485.7,0.0
ITEM01076,ORD00535,PROD0101,5,318.71,0.0
ITEM01269,ORD00629,PROD0117,3,617.78,10.4
ITEM00698,ORD00350,PROD0444,4,17.57,0.0
ITEM00273,ORD00136,PROD0183,4,340.71,0.0
ITEM01184,ORD00586,PROD0390,1,108.63,0.0
ITEM00558,ORD00279,PROD0401,2,570.86,0.0
ITEM00407,ORD00203,PROD0020,1,211.77,5.8
ITEM00156,ORD00079,PROD0212,-1,606.72,14.7
ITEM00382,ORD00190,PROD0109,-2,374.91,0.0
ITEM00621,ORD00310,PROD0283,2,503.56,10.2
ITEM01124,ORD00559,PROD0393,1,478.43,0.0
ITEM00191,ORD00097,PROD0298,5,246.89,14.9
ITEM00886,ORD00438,PROD0210,1,268.06,0.0
ITEM00765,ORD00383,PROD0200,3,480.24,4.4
ITEM00863,ORD00429,PROD0365,4,144.42,0.0
ITEM00630,ORD00315,PROD0038,4,10.87,0.0
ITEM01004,ORD00500,PROD0396,4,163.93,0.0
ITEM00738,ORD00368,PROD0344,2,43.57,13.1
ITEM00246,ORD00122,PROD0281,4,44.21,8.8
ITEM00185,ORD00094,PROD0401,5,560.45,0.0
ITEM00054,ORD00027,PROD0370,3,58.58,19.3
ITEM00900,ORD00444,PROD0101,1,351.36,11.8
ITEM01182,ORD00586,PROD0018,2,255.78,7.8
ITEM00385,ORD00192,PROD0309,4,529.85,7.8
ITEM00040,ORD00020,PROD0070,1,591.23,0.0
ITEM00542,ORD00271,PROD0142,-1,445.65,0.0
ITEM00872,ORD00432,PROD0188,5,581.62,19.9
ITEM01302,ORD00643,PROD0247,4,513.38,0.0
ITEM01134,ORD00564,PROD0015,-1,529.81,17.4
ITEM00410,ORD00205,PROD0455,5,289.46,0.0
ITEM00043,ORD00021,PROD0394,5,492.07,0.0
ITEM01059,ORD00526,PROD0259,5,187.95,0.0
ITEM01078,ORD00536,PROD0012,3,334.45,0.0
ITEM00840,ORD00416,PROD0396,1,184.35,0.0
ITEM00063,ORD00030,PROD0497,3,430.1,13.4
ITEM00588,ORD00294,PROD0416,3,43.28,0.0
ITEM01191,ORD00591,PROD0248,2,19.97,1.2
ITEM01118,ORD00557,PROD0514,2,689.0,0.0
ITEM00316,ORD00160,PROD0157,5,293.41,17.2
ITEM00042,ORD00020,PROD0223,4,496.75,12.1
ITEM00141,ORD00072,PROD0404,1,189.37,0.0
ITEM00851,ORD00423,PROD0180,4,52.86,0.0
ITEM00679,ORD00340,PROD0213,3,460.07,0.0
ITEM00356,ORD00179,PROD0318,2,531.83,4.9
ITEM00201,ORD00102,PROD0172,5,92.38,0.0
ITEM00880,ORD00436,PROD0308,2,234.59,18.1
ITEM00481,ORD00239,PROD0275,3,403.24,8.2
ITEM00223,ORD00112,PROD0152,3,20.95,0.0
ITEM00836,ORD00414,PROD0014,1,183.32,2.8
ITEM00854,ORD00424,PROD0393,2,508.7,15.9
ITEM00975,ORD00487,PROD0480,-1,487.6,0.0
ITEM00667,ORD00334,PROD0297,2,512.17,0.0
ITEM00401,ORD00200,PROD0388,1,330.32,8.9
ITEM00937,ORD00465,PROD0507,2,572.49,0.0
ITEM00099,ORD00049,PROD0010,5,105.96,4.2
ITEM01162,ORD00576,PROD0461,3,157.19,0.0
ITEM00167,ORD00085,PROD0179,3,157.12,0.0
ITEM00253,ORD00125,PROD0224,3,281.82,0.0
ITEM00670,ORD00336,PROD0426,5,599.49,0.0
ITEM00637,ORD00317,PROD0482,1,261.94,0.0
ITEM00958,ORD00476,PROD0432,3,628.63,0.0
ITEM00929,ORD00461,PROD0507,5,499.07,18.9
ITEM00233,ORD00116,PROD0454,1,471.71,0.0
ITEM00688,ORD00345,PROD0216,1,36.89,16.9
ITEM00788,ORD00392,PROD0310,4,145.94,0.0
ITEM01071,ORD00533,PROD0286,3,474.31,0.0
ITEM00011,ORD00005,PROD0018,2,245.19,0.0
ITEM00459,ORD00230,PROD0368,1,561.67,0.0
ITEM00068,ORD00033,PROD0181,1,224.31,0.0
ITEM00496,ORD00248,PROD0138,3,34.48,0.0
ITEM00726,ORD00362,PROD0444,4,18.0,11.4
ITEM00706,ORD00353,PROD0426,5,575.65,0.0
ITEM00871,ORD00432,PROD0362,3,294.95,0.0
ITEM00173,ORD00089,PROD0495,5,132.43,8.0
ITEM00318,ORD00161,PROD0317,4,410.29,0.0
ITEM01286,ORD00637,PROD0186,2,413.1,10.4
ITEM00730,ORD00365,PROD0079,1,14.84,0.0
ITEM00427,ORD00214,PROD0238,5,635.17,0.0
ITEM00391,ORD00195,PROD0246,1,168.77,2.3
ITEM00802,ORD00398,PROD0144,3,250.69,17.0
ITEM00573,ORD00286,PROD0354,3,569.17,0.0
ITEM00813,ORD00403,PROD0136,1,515.21,0.0
ITEM00750,ORD00376,PROD0063,4,474.86,0.0
ITEM00795,ORD00395,PROD0500,4,353.68,10.0
ITEM01222,ORD00607,PROD0010,-2,99.71,0.0
ITEM01161,ORD00576,PROD0504,3,234.3,0.0
ITEM01201,ORD00595,PROD0482,3,249.23,0.0
ITEM00983,ORD00491,PROD0289,5,235.01,0.0
ITEM00761,ORD00380,PROD0517,1,60.57,16.1
ITEM01036,ORD00516,PROD0119,3,506.11,0.0
ITEM00475,ORD00237,PROD0391,3,296.56,0.0
ITEM00878,ORD00435,PROD0368,4,570.05,6.1
ITEM01248,ORD00619,PROD0362,1,354.82,0.0
ITEM00834,ORD00413,PROD0500,-3,315.39,0.0
ITEM00176,ORD00090,PROD0435,-2,97.38,12.0
ITEM00263,ORD00130,PROD0503,5,114.17,0.0
ITEM00751,ORD00376,PROD0402,2,482.13,3.0
ITEM00035,ORD00016,PROD0312,-2,442.53,11.5
ITEM00153,ORD00078,PROD0504,4,228.11,0.0
ITEM01264,ORD00627,PROD0192,2,81.88,7.6
ITEM00276,ORD00138,PROD0131,5,412.61,0.0
ITEM00340,ORD00170,PROD0078,3,46.04,0.0
ITEM01052,ORD00523,PROD0247,2,562.49,0.0
ITEM00789,ORD00393,PROD0002,5,138.99,0.0
ITEM00197,ORD00100,PROD0352,2,214.68,17.0
ITEM00847,ORD00422,PROD0048,1,185.83,0.0
ITEM00217,ORD00109,PROD0192,1,79.17,0.0
ITEM01093,ORD00545,PROD0183,2,353.69,13.7
ITEM00629,ORD00314,PROD0423,2,167.07,6.4
ITEM00022,ORD00010,PROD0364,1,407.93,0.0
ITEM00797,ORD00396,PROD0455,4,292.2,0.0
ITEM00659,ORD00330,PROD0228,1,570.9,18.8
ITEM00466,ORD00232,PROD0299,5,24.2,0.0
ITEM00083,ORD00040,PROD0209,2,12.97,0.0
ITEM00462,ORD00231,PROD0090,5,47.84,10.9
ITEM01239,ORD00615,PROD0394,1,561.91,17.0
ITEM00639,ORD00318,PROD0383,2,413.12,0.0
ITEM00674,ORD00337,PROD0334,1,58.87,0.0
ITEM01262,ORD00625,PROD0108,-1,156.1,6.9
ITEM01050,ORD00523,PROD0173,2,230.68,15.6
ITEM00213,ORD00106,PROD0421,3,50.92,0.0
ITEM01045,ORD00521,PROD0097,4,388.1,4.5
ITEM01225,ORD00609,PROD0115,1,452.39,16.9
ITEM00452,ORD00226,PROD0283,3,453.35,7.2
ITEM00778,ORD00388,PROD0387,5,328.72,0.0
ITEM00231,ORD00115,PROD0087,3,492.41,0.0
ITEM01021,ORD00507,PROD0001,1,170.87,7.3
ITEM00355,ORD00178,PROD0246,5,181.74,0.0
ITEM00874,ORD00433,PROD0440,4,60.15,7.5
ITEM00160,ORD00081,PROD0192,5,81.79,18.7
ITEM00620,ORD00309,PROD0046,5,322.96,9.7
ITEM00732,ORD00365,PROD0467,2,291.46,0.0
ITEM01117,ORD00556,PROD0321,2,491.17,9.2
ITEM00575,ORD00287,PROD0159,5,331.08,0.0
